x, u, 10000
0.000000000000000e+00, 0.000000000000000e+00
1.000100010001000e-04, 8.995946161078905e-04
2.000200020002000e-04, 1.798190031902624e-03
3.000300030003001e-04, 2.695787246184689e-03
4.000400040004001e-04, 3.592387256756591e-03
5.000500050005001e-04, 4.487991060423080e-03
6.000600060006001e-04, 5.382599652992814e-03
7.000700070007001e-04, 6.276214029278693e-03
8.000800080008001e-04, 7.168835183099520e-03
9.000900090009002e-04, 8.060464107280563e-03
1.000100010001000e-03, 8.951101793654659e-03
1.100110011001100e-03, 9.840749233063106e-03
1.200120012001200e-03, 1.072940741535677e-02
1.300130013001300e-03, 1.161707732939743e-02
1.400140014001400e-03, 1.250375996305786e-02
1.500150015001500e-03, 1.338945630322363e-02
1.600160016001600e-03, 1.427416733579390e-02
1.700170017001700e-03, 1.515789404568213e-02
1.800180018001800e-03, 1.604063741681738e-02
1.900190019001900e-03, 1.692239843214505e-02
2.000200020002000e-03, 1.780317807362830e-02
2.100210021002100e-03, 1.868297732224833e-02
2.200220022002200e-03, 1.956179715800588e-02
2.300230023002300e-03, 2.043963855992226e-02
2.400240024002400e-03, 2.131650250604000e-02
2.500250025002500e-03, 2.219238997342388e-02
2.600260026002600e-03, 2.306730193816209e-02
2.700270027002700e-03, 2.394123937536730e-02
2.800280028002800e-03, 2.481420325917738e-02
2.900290029002901e-03, 2.568619456275612e-02
3.000300030003001e-03, 2.655721425829494e-02
3.100310031003100e-03, 2.742726331701340e-02
3.200320032003200e-03, 2.829634270915993e-02
3.300330033003300e-03, 2.916445340401341e-02
3.400340034003400e-03, 3.003159636988362e-02
3.500350035003500e-03, 3.089777257411286e-02
3.600360036003601e-03, 3.176298298307578e-02
3.700370037003701e-03, 3.262722856218159e-02
3.800380038003801e-03, 3.349051027587424e-02
3.900390039003900e-03, 3.435282908763360e-02
4.000400040004000e-03, 3.521418595997661e-02
4.100410041004101e-03, 3.607458185445789e-02
4.200420042004200e-03, 3.693401773167126e-02
4.300430043004301e-03, 3.779249455124967e-02
4.400440044004400e-03, 3.865001327186735e-02
4.500450045004501e-03, 3.950657485124021e-02
4.600460046004601e-03, 4.036218024612670e-02
4.700470047004700e-03, 4.121683041232871e-02
4.800480048004801e-03, 4.207052630469310e-02
4.900490049004900e-03, 4.292326887711206e-02
5.000500050005001e-03, 4.377505908252410e-02
5.100510051005100e-03, 4.462589787291549e-02
5.200520052005201e-03, 4.547578619932080e-02
5.300530053005301e-03, 4.632472501182383e-02
5.400540054005401e-03, 4.717271525955880e-02
5.500550055005501e-03, 4.801975789071100e-02
