5,31,1
10,141,1
15,370,1
20,655,1
25,1069,1
30,1523,1
35,2133,1
40,2759,1
45,3558,1
50,4368,1
55,5285,1
60,6306,1
65,7445,1
70,8588,1
75,9919,1
80,11276,1
85,12783,1
90,14191,1
95,15939,1
100,17636,1
105,19419,1
110,21393,1
115,23440,1
120,25537,1
125,27593,1
130,30238,1
135,32233,1
140,34741,1
145,37345,1
150,39804,1
